source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:CC	GO:0031974	membrane-enclosed lumen	2.419542343432227e-07	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	1193	119	55	5501	0.46218487394957986	0.04610226320201174	query_1	['GO:0005575']
GO:BP	GO:0042274	ribosomal small subunit biogenesis	2.434707725838084e-07	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]"	142	117	19	5067	0.1623931623931624	0.13380281690140844	query_1	['GO:0022613', 'GO:0042254']
GO:BP	GO:0090304	nucleic acid metabolic process	2.947673608358865e-07	True	"""Any cellular metabolic process involving nucleic acids."" [GOC:dph, GOC:tb]"	1625	117	70	5067	0.5982905982905983	0.043076923076923075	query_1	['GO:0043170', 'GO:0006139']
GO:BP	GO:0006139	nucleobase-containing compound metabolic process	3.519494339892905e-07	True	"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]"	1830	117	75	5067	0.6410256410256411	0.040983606557377046	query_1	['GO:0006725', 'GO:0046483', 'GO:0044238', 'GO:0034641', 'GO:1901360']
GO:MF	GO:1901363	heterocyclic compound binding	5.480006973118231e-07	True	"""Interacting selectively and non-covalently with heterocyclic compound."" [GOC:TermGenie]"	1827	106	74	4386	0.6981132075471698	0.04050355774493705	query_1	['GO:0005488']
GO:BP	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	7.379220015255449e-07	True	"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule from the pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, 5.8S rRNA, and the Large Subunit (LSU) in that order from 5' to 3' along the primary transcript."" [GOC:curators]"	103	117	16	5067	0.13675213675213677	0.1553398058252427	query_1	['GO:0030490']
GO:MF	GO:0097159	organic cyclic compound binding	7.538194108723833e-07	True	"""Interacting selectively and non-covalently with an organic cyclic compound, any molecular entity that contains carbon arranged in a cyclic molecular structure."" [CHEBI:33832, GOC:sjw, PMID:7583672]"	1838	106	74	4386	0.6981132075471698	0.04026115342763874	query_1	['GO:0005488']
GO:CC	GO:0036464	cytoplasmic ribonucleoprotein granule	1.767084261603495e-06	True	"""A ribonucleoprotein granule located in the cytoplasm."" [GOC:bf, GOC:PARL, PMID:15121898]"	129	119	16	5501	0.13445378151260504	0.12403100775193798	query_1	['GO:0035770', 'GO:0044444']
GO:CC	GO:0035770	ribonucleoprotein granule	1.767084261603495e-06	True	"""A non-membranous macromolecular complex containing proteins and translationally silenced mRNAs. RNA granules contain proteins that control the localization, stability, and translation of their RNA cargo. Different types of RNA granules (RGs) exist, depending on the cell type and cellular conditions."" [GOC:go_curators, GOC:sp, PMID:16520386, PMID:20368989, PMID:21436445]"	129	119	16	5501	0.13445378151260504	0.12403100775193798	query_1	['GO:1990904', 'GO:0043232']
GO:BP	GO:0030490	maturation of SSU-rRNA	3.909679707629766e-06	True	"""Any process involved in the maturation of a precursor Small SubUnit (SSU) ribosomal RNA (rRNA) molecule into a mature SSU-rRNA molecule."" [GOC:curators]"	115	117	16	5067	0.13675213675213677	0.1391304347826087	query_1	['GO:0006364', 'GO:0042274']
GO:BP	GO:0006725	cellular aromatic compound metabolic process	4.021166512734725e-06	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	1917	117	75	5067	0.6410256410256411	0.03912363067292645	query_1	['GO:0044237']
GO:BP	GO:0046483	heterocycle metabolic process	5.116463017741315e-06	True	"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [CHEBI:5686, ISBN:0198506732]"	1926	117	75	5067	0.6410256410256411	0.03894080996884735	query_1	['GO:0044237']
GO:BP	GO:0034641	cellular nitrogen compound metabolic process	5.3740231865340015e-06	True	"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]"	2273	117	83	5067	0.7094017094017094	0.0365156181258249	query_1	['GO:0006807', 'GO:0044237']
GO:BP	GO:1901360	organic cyclic compound metabolic process	8.047891547501587e-06	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	1985	117	76	5067	0.6495726495726496	0.03828715365239295	query_1	['GO:0071704']
GO:MF	GO:0003676	nucleic acid binding	9.263117061216605e-06	True	"""Interacting selectively and non-covalently with any nucleic acid."" [GOC:jl]"	1127	106	53	4386	0.5	0.04702750665483585	query_1	['GO:0097159', 'GO:1901363']
GO:CC	GO:0005622	intracellular	1.4441156647628531e-05	True	"""The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	4687	119	118	5501	0.9915966386554622	0.025176018775336036	query_1	['GO:0044464']
GO:CC	GO:0044428	nuclear part	1.7901582583553607e-05	True	"""Any constituent part of the nucleus, a membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated."" [GOC:jl]"	1115	119	49	5501	0.4117647058823529	0.04394618834080718	query_1	['GO:0044446', 'GO:0005634']
WP	WP:WP32	Translation Factors	2.050824104978943e-05	True	Translation Factors	35	30	9	834	0.3	0.2571428571428571	query_1	['WP:000000']
GO:MF	GO:0003743	translation initiation factor activity	2.711990170545372e-05	True	"""Functions in the initiation of ribosome-mediated translation of mRNA into a polypeptide."" [ISBN:0198506732]"	37	106	9	4386	0.08490566037735849	0.24324324324324326	query_1	['GO:0008135']
GO:MF	GO:0090079	translation regulator activity, nucleic acid binding	4.0261601696231494e-05	True	"""Any selective and non-covalent interaction with a nucleic acid involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome."" [GOC:dph, GOC:tb, GOC:vw]"	63	106	11	4386	0.10377358490566038	0.1746031746031746	query_1	['GO:0045182', 'GO:0003676']
GO:BP	GO:0042273	ribosomal large subunit biogenesis	6.037416081653443e-05	True	"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a large ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]"	121	117	15	5067	0.1282051282051282	0.12396694214876033	query_1	['GO:0022613', 'GO:0042254']
GO:BP	GO:0071840	cellular component organization or biogenesis	6.507997031361046e-05	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	2286	117	81	5067	0.6923076923076923	0.03543307086614173	query_1	['GO:0008150']
GO:CC	GO:0044424	intracellular part	8.53988371187385e-05	True	"""Any constituent part of the living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm."" [GOC:jl]"	4660	119	117	5501	0.9831932773109243	0.025107296137339054	query_1	['GO:0044464', 'GO:0005622']
GO:BP	GO:0006418	tRNA aminoacylation for protein translation	9.646273643415029e-05	True	"""The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis."" [GOC:ma]"	38	117	9	5067	0.07692307692307693	0.23684210526315788	query_1	['GO:0006412', 'GO:0043039']
KEGG	KEGG:00970	Aminoacyl-tRNA biosynthesis	0.0001189490629604138	True	Aminoacyl-tRNA biosynthesis	40	53	8	2060	0.1509433962264151	0.2	query_1	['KEGG:00000']
GO:MF	GO:0044877	protein-containing complex binding	0.00018312421084513977	True	"""Interacting selectively and non-covalently with a macromolecular complex."" [GOC:jl]"	122	106	14	4386	0.1320754716981132	0.11475409836065574	query_1	['GO:0005488']
GO:BP	GO:0043039	tRNA aminoacylation	0.00019560329556596892	True	"""The chemical reactions and pathways by which the various amino acids become bonded to their corresponding tRNAs. The most common route for synthesis of aminoacyl tRNA is by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, usually catalyzed by the cognate aminoacyl-tRNA ligase. A given aminoacyl-tRNA ligase aminoacylates all species of an isoaccepting group of tRNA molecules."" [GOC:ma, GOC:mah, MetaCyc:Aminoacyl-tRNAs]"	41	117	9	5067	0.07692307692307693	0.21951219512195122	query_1	['GO:0006399', 'GO:0043038']
GO:BP	GO:0043038	amino acid activation	0.00019560329556596892	True	"""The modification of an amino acid to an active form, for incorporation into a peptide, protein or other macromolecule."" [GOC:jl]"	41	117	9	5067	0.07692307692307693	0.21951219512195122	query_1	['GO:0006520']
GO:MF	GO:0008135	translation factor activity, RNA binding	0.00019868883104916355	True	"""Functions during translation by interacting selectively and non-covalently with RNA during polypeptide synthesis at the ribosome."" [GOC:ai, GOC:vw]"	59	106	10	4386	0.09433962264150944	0.1694915254237288	query_1	['GO:0090079', 'GO:0003723']
GO:BP	GO:0001732	formation of cytoplasmic translation initiation complex	0.0002047308902910561	True	"""Joining of the large subunit, with release of IF2/eIF2 and IF3/eIF3. This leaves the functional ribosome at the AUG, with the methionyl/formyl-methionyl-tRNA positioned at the P site."" [GOC:hjd]"	4	117	4	5067	0.03418803418803419	1.0	query_1	['GO:0022618', 'GO:0002183']
GO:BP	GO:0043170	macromolecule metabolic process	0.00022089937693260586	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [CHEBI:33694, GOC:mah]"	2710	117	89	5067	0.7606837606837606	0.03284132841328413	query_1	['GO:0071704']
GO:BP	GO:0000480	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.00024382826929211955	True	"""Endonucleolytic cleavage within the 5'-External Transcribed Spacer (ETS) of a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript. Endonucleolytic cleavage within the 5'-ETS of the pre-RNA is conserved as one of the early steps of rRNA processing in all eukaryotes, but the specific position of cleavage is variable."" [GOC:curators, PMID:10690410, PMID:15282326]"	31	117	8	5067	0.06837606837606838	0.25806451612903225	query_1	['GO:0000479', 'GO:0000462']
GO:MF	GO:0045182	translation regulator activity	0.00028808688853867624	True	"""Any molecular function involved in the initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome."" [GOC:ai]"	76	106	11	4386	0.10377358490566038	0.14473684210526316	query_1	['GO:0003674']
GO:BP	GO:0000472	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.0003188890779958778	True	"""Endonucleolytic cleavage between the 5'-External Transcribed Spacer (5'-ETS) and the 5' end of the SSU-rRNA of a tricistronic rRNA transcript that contains the Small Subunit (SSU) rRNA, the 5.8S rRNA, and the Large Subunit (LSU) rRNA in that order from 5' to 3' along the primary transcript, to produce the mature end of the SSU-rRNA."" [GOC:curators, PMID:10690410]"	32	117	8	5067	0.06837606837606838	0.25	query_1	['GO:0000479', 'GO:0000967', 'GO:0000462']
GO:CC	GO:0032991	protein-containing complex	0.0003295498433147353	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	2080	119	70	5501	0.5882352941176471	0.03365384615384615	query_1	['GO:0005575']
GO:MF	GO:0004812	aminoacyl-tRNA ligase activity	0.0003691786189903083	True	"""Catalysis of the formation of aminoacyl-tRNA from ATP, amino acid, and tRNA with the release of diphosphate and AMP."" [ISBN:0198506732]"	37	106	8	4386	0.07547169811320754	0.21621621621621623	query_1	['GO:0016875', 'GO:0140101']
GO:MF	GO:0016875	ligase activity, forming carbon-oxygen bonds	0.0003691786189903083	True	"""Catalysis of the joining of two molecules via a carbon-oxygen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."" [EC:6.1, GOC:mah]"	37	106	8	4386	0.07547169811320754	0.21621621621621623	query_1	['GO:0016874']
GO:CC	GO:0033290	eukaryotic 48S preinitiation complex	0.00046483838295286687	True	"""A protein complex composed of the small ribosomal subunit, eIF3, eIF1A, methionyl-initiatior methionine and a capped mRNA. The complex is initially positioned at the 5'-end of the capped mRNA."" [GOC:hjd, PMID:15145049]"	6	119	4	5501	0.03361344537815126	0.6666666666666666	query_1	['GO:0070993']
GO:BP	GO:0000967	rRNA 5'-end processing	0.000529608716940353	True	"""Any process involved in forming the mature 5' end of an rRNA molecule."" [GOC:krc]"	34	117	8	5067	0.06837606837606838	0.23529411764705882	query_1	['GO:0034471', 'GO:0006364']
GO:BP	GO:0000154	rRNA modification	0.0006628812875828795	True	"""The covalent alteration of one or more nucleotides within an rRNA molecule to produce an rRNA molecule with a sequence that differs from that coded genetically."" [GOC:curators]"	75	117	11	5067	0.09401709401709402	0.14666666666666667	query_1	['GO:0006364', 'GO:0009451']
GO:BP	GO:0042026	protein refolding	0.000669791031268163	True	"""The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones."" [GOC:mb]"	16	117	6	5067	0.05128205128205128	0.375	query_1	['GO:0006457']
GO:BP	GO:0006413	translational initiation	0.0007425067295538187	True	"""The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."" [ISBN:019879276X]"	61	117	10	5067	0.08547008547008547	0.16393442622950818	query_1	['GO:0006412', 'GO:0044237']
GO:BP	GO:0034471	ncRNA 5'-end processing	0.0008492644514728185	True	"""Any process involved in forming the mature 5' end of a non-coding RNA molecule."" [GOC:mah]"	36	117	8	5067	0.06837606837606838	0.2222222222222222	query_1	['GO:0000966', 'GO:0034470']
GO:BP	GO:0000966	RNA 5'-end processing	0.0010628387727934553	True	"""Any process involved in forming the mature 5' end of an RNA molecule."" [GOC:krc]"	37	117	8	5067	0.06837606837606838	0.21621621621621623	query_1	['GO:0006396']
GO:BP	GO:0031167	rRNA methylation	0.001176605111246378	True	"""The posttranscriptional addition of methyl groups to specific residues in an rRNA molecule."" [GOC:mah]"	64	117	10	5067	0.08547008547008547	0.15625	query_1	['GO:0001510', 'GO:0000154']
GO:CC	GO:0044464	cell part	0.0013252445188442045	True	"""Any constituent part of a cell, the basic structural and functional unit of all organisms."" [GOC:jl]"	4993	119	119	5501	1.0	0.02383336671339876	query_1	['GO:0005575', 'GO:0005623']
GO:CC	GO:0005623	cell	0.0016462089008451907	True	"""The basic structural and functional unit of all organisms. Includes the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:go_curators]"	5002	119	119	5501	1.0	0.02379048380647741	query_1	['GO:0005575']
GO:BP	GO:0044238	primary metabolic process	0.0016774314602184372	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	3314	117	99	5067	0.8461538461538461	0.02987326493663247	query_1	['GO:0008152']
GO:BP	GO:0006807	nitrogen compound metabolic process	0.001806833109681694	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [CHEBI:51143, GOC:go_curators, GOC:jl, ISBN:0198506732]"	3108	117	95	5067	0.811965811965812	0.030566280566280565	query_1	['GO:0008152']
GO:CC	GO:0032040	small-subunit processome	0.0019791766951160086	True	"""A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]"	52	119	8	5501	0.06722689075630252	0.15384615384615385	query_1	['GO:0030684']
GO:BP	GO:0043414	macromolecule methylation	0.0020197405022039775	True	"""The covalent attachment of a methyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule."" [GOC:go_curators]"	138	117	14	5067	0.11965811965811966	0.10144927536231885	query_1	['GO:0032259', 'GO:0044260', 'GO:0043412']
GO:CC	GO:0070993	translation preinitiation complex	0.002097342751612454	True	"""A ribonucleoprotein complex that contains the small ribosomal subunit, a translation initiation ternary complex (i.e. an initiator tRNA, GTP, and an IF2 or eIF2 complex), and an mRNA."" [GOC:hjd, GOC:mah]"	8	119	4	5501	0.03361344537815126	0.5	query_1	['GO:0044444', 'GO:1990904']
KEGG	KEGG:03013	RNA transport	0.002197309797213291	True	RNA transport	93	53	10	2060	0.18867924528301888	0.10752688172043011	query_1	['KEGG:00000']
GO:BP	GO:0006412	translation	0.0022307240413873	True	"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]"	455	117	27	5067	0.23076923076923078	0.05934065934065934	query_1	['GO:0034645', 'GO:0044267', 'GO:0010467', 'GO:0043043']
GO:CC	GO:0030687	preribosome, large subunit precursor	0.002289314051021529	True	"""A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit."" [PMID:10567516]"	53	119	8	5501	0.06722689075630252	0.1509433962264151	query_1	['GO:0030684']
GO:BP	GO:0032259	methylation	0.002613870009618237	True	"""The process in which a methyl group is covalently attached to a molecule."" [GOC:mah]"	141	117	14	5067	0.11965811965811966	0.09929078014184398	query_1	['GO:0008152']
GO:BP	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.002673240028353185	True	"""Any process involved in the maturation of an rRNA molecule originally produced as part of a tricistronic rRNA transcript that contained the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript."" [GOC:curators, PMID:10690410]"	86	117	11	5067	0.09401709401709402	0.12790697674418605	query_1	['GO:0000460']
GO:BP	GO:0043043	peptide biosynthetic process	0.0027535023031711576	True	"""The chemical reactions and pathways resulting in the formation of peptides, compounds of 2 or more (but usually less than 100) amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another. This may include the translation of a precursor protein and its subsequent processing into a functional peptide."" [CHEBI:16670, GOC:dph, GOC:jl]"	460	117	27	5067	0.23076923076923078	0.058695652173913045	query_1	['GO:1901566', 'GO:0043604', 'GO:0006518']
GO:BP	GO:0000460	maturation of 5.8S rRNA	0.0030012232683253306	True	"""Any process involved in the maturation of a precursor 5.8S ribosomal RNA (rRNA) molecule into a mature 5.8S rRNA molecule."" [GOC:curators]"	87	117	11	5067	0.09401709401709402	0.12643678160919541	query_1	['GO:0006364']
GO:BP	GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	0.003162841698639867	True	"""Endonucleolytic cleavage of a pre-rRNA molecule originally produced as a tricistronic rRNA transcript that contains the Small SubUnit (SSU) rRNA, the 5.8S rRNA, and the Large SubUnit (LSU) rRNA, in that order, from 5' to 3' along the primary transcript. Primary ribosomal RNA transcripts with three genes, in this order, are produced in the nuclei of many eukaryotic species, including S. cerevisiae."" [GOC:curators, PMID:10690410]"	56	117	9	5067	0.07692307692307693	0.16071428571428573	query_1	['GO:0000478']
GO:BP	GO:0000478	endonucleolytic cleavage involved in rRNA processing	0.003162841698639867	True	"""Any endonucleolytic cleavage involved in the conversion of a primary ribosomal RNA (rRNA) transcript into a mature rRNA molecule. Some endonucleolytic cleavages produce the mature end, while others are a step in the process of generating the mature end from the pre-rRNA."" [GOC:krc, PMID:10690410]"	56	117	9	5067	0.07692307692307693	0.16071428571428573	query_1	['GO:0000469', 'GO:0090502']
