source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0097384	cellular lipid biosynthetic process	0.003751942889058826	True	"""The chemical reactions and pathways resulting in the formation of lipids, as carried out by individual cells."" [GOC:pr]"	31	437	12	5067	0.02745995423340961	0.3870967741935484	query_1	['GO:0008610', 'GO:0044255']
GO:BP	GO:0044108	cellular alcohol biosynthetic process	0.003751942889058826	True	"""The chemical reactions and pathways resulting in the formation of alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom, carried out at the level of an individual cell."" [GOC:jl]"	31	437	12	5067	0.02745995423340961	0.3870967741935484	query_1	['GO:0044107', 'GO:0044249', 'GO:0046165']
GO:BP	GO:0016129	phytosteroid biosynthetic process	0.003751942889058826	True	"""The chemical reactions and pathways resulting in the formation of phytosteroids, steroids that differ from animal steroids in having substitutions at C24 and/or a double bond at C22. Phytosteroids are so named because they occur in higher plants; some, notably ergosterol, are also found in fungi."" [GOC:go_curators, GOC:mah, ISBN:0471331309]"	31	437	12	5067	0.02745995423340961	0.3870967741935484	query_1	['GO:1901617', 'GO:0016128', 'GO:0006694']
GO:BP	GO:0006694	steroid biosynthetic process	0.0047263394039277215	True	"""The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."" [GOC:go_curators]"	42	437	14	5067	0.032036613272311214	0.3333333333333333	query_1	['GO:1901362', 'GO:0008202', 'GO:0008610']
GO:CC	GO:0044444	cytoplasmic part	0.00499046222238667	True	"""Any constituent part of the cytoplasm, all of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [GOC:jl]"	2750	440	261	5501	0.5931818181818181	0.09490909090909092	query_1	['GO:0044424', 'GO:0005737']
GO:BP	GO:1902653	secondary alcohol biosynthetic process	0.005540519357046011	True	"""The chemical reactions and pathways resulting in the formation of secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]"	32	437	12	5067	0.02745995423340961	0.375	query_1	['GO:1902652', 'GO:0046165']
GO:CC	GO:0031090	organelle membrane	0.008231644533604154	True	"""A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."" [GOC:dos, GOC:mah]"	1199	440	130	5501	0.29545454545454547	0.10842368640533778	query_1	['GO:0016020', 'GO:0043227', 'GO:0044422']
GO:BP	GO:0008204	ergosterol metabolic process	0.011462997608469317	True	"""The chemical reactions and pathways involving ergosterol, (22E)-ergosta-5,7,22-trien-3-beta-ol, a sterol found in ergot, yeast and moulds. It is the most important of the D provitamins and is converted to vitamin D2 on irradiation with UV light."" [ISBN:0198506732]"	34	437	12	5067	0.02745995423340961	0.35294117647058826	query_1	['GO:0044255', 'GO:0044107', 'GO:0016125', 'GO:0016128', 'GO:1902652']
GO:BP	GO:0016128	phytosteroid metabolic process	0.011462997608469317	True	"""The chemical reactions and pathways involving phytosteroids, steroids of higher plants that differ from animal steroids in having substitutions at C24 and/or a double bond at C22. Phytosteroids are so named because they occur in higher plants; some, notably ergosterol, are also found in fungi."" [GOC:mah, ISBN:0198547684]"	34	437	12	5067	0.02745995423340961	0.35294117647058826	query_1	['GO:1901615', 'GO:0008202']
GO:CC	GO:0005839	proteasome core complex	0.013613607342749766	True	"""A multisubunit barrel shaped endoprotease complex, which is the core of the proteasome complex."" [GOC:rb, PMID:10806206]"	15	440	7	5501	0.015909090909090907	0.4666666666666667	query_1	['GO:0044424', 'GO:0032991', 'GO:0000502']
GO:CC	GO:0043233	organelle lumen	0.01618782677796702	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	1193	440	128	5501	0.2909090909090909	0.10729253981559095	query_1	['GO:0031974', 'GO:0044422']
GO:CC	GO:0031974	membrane-enclosed lumen	0.01618782677796702	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	1193	440	128	5501	0.2909090909090909	0.10729253981559095	query_1	['GO:0005575']
GO:CC	GO:0070013	intracellular organelle lumen	0.01618782677796702	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	1193	440	128	5501	0.2909090909090909	0.10729253981559095	query_1	['GO:0043229', 'GO:0043233', 'GO:0044424']
GO:MF	GO:0004298	threonine-type endopeptidase activity	0.01725803367305673	True	"""Catalysis of the hydrolysis of internal peptide bonds in a polypeptide chain by a mechanism in which the hydroxyl group of a threonine residue at the active center acts as a nucleophile."" [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE, http://merops.sanger.ac.uk/about/glossary.htm#ENDOPEPTIDASE]"	14	394	7	4386	0.017766497461928935	0.5	query_1	['GO:0004175', 'GO:0070003']
GO:MF	GO:0070003	threonine-type peptidase activity	0.01725803367305673	True	"""Catalysis of the hydrolysis of peptide bonds in a polypeptide chain by a mechanism in which the hydroxyl group of a threonine residue at the active center acts as a nucleophile."" [GOC:mah, http://merops.sanger.ac.uk/about/glossary.htm#CATTYPE]"	14	394	7	4386	0.017766497461928935	0.5	query_1	['GO:0070011']
KEGG	KEGG:00330	Arginine and proline metabolism	0.019821485431389636	True	Arginine and proline metabolism	21	207	8	2060	0.03864734299516908	0.38095238095238093	query_1	['KEGG:00000']
GO:BP	GO:0016125	sterol metabolic process	0.020669824647546433	True	"""The chemical reactions and pathways involving sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [ISBN:0198547684]"	53	437	15	5067	0.034324942791762014	0.2830188679245283	query_1	['GO:1901615', 'GO:0008202']
GO:CC	GO:0034515	proteasome storage granule	0.020986195666066274	True	"""A multisubunit proteasome complex that localizes in the cytoplasm as dot-like structures when cells are in a quiescent state."" [GOC:rb, PMID:18504300]"	26	440	9	5501	0.020454545454545454	0.34615384615384615	query_1	['GO:0031597']
GO:CC	GO:0044446	intracellular organelle part	0.02463106337454091	True	"""A constituent part of an intracellular organelle, an organized structure of distinctive morphology and function, occurring within the cell. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton but excludes the plasma membrane."" [GOC:jl]"	2850	440	265	5501	0.6022727272727273	0.09298245614035087	query_1	['GO:0043229', 'GO:0044424', 'GO:0044422']
GO:BP	GO:0008202	steroid metabolic process	0.026397040545124633	True	"""The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [ISBN:0198547684]"	54	437	15	5067	0.034324942791762014	0.2777777777777778	query_1	['GO:0006629', 'GO:1901360']
TF	TF:M01997_0	Factor: CCBF; motif: CACGAAA; match class: 0	0.027064200910003503	True	Factor: CCBF; motif: CACGAAA; match class: 0	809	471	84	6599	0.17834394904458598	0.103831891223733	query_1	['TF:M01997']
TF	TF:M01997	Factor: CCBF; motif: CACGAAA	0.027064200910003503	True	Factor: CCBF; motif: CACGAAA	809	471	84	6599	0.17834394904458598	0.103831891223733	query_1	['TF:M00000']
GO:BP	GO:0044107	cellular alcohol metabolic process	0.03045870099245344	True	"""The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom, as carried out by individual cells."" [GOC:jl]"	37	437	12	5067	0.02745995423340961	0.32432432432432434	query_1	['GO:0006066', 'GO:0044237']
GO:CC	GO:0044422	organelle part	0.032432154799938995	True	"""Any constituent part of an organelle, an organized structure of distinctive morphology and function. Includes constituent parts of the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, but excludes the plasma membrane."" [GOC:jl]"	2859	440	265	5501	0.6022727272727273	0.09268975166142007	query_1	['GO:0005575', 'GO:0043226']
GO:BP	GO:0046165	alcohol biosynthetic process	0.04839177274741605	True	"""The chemical reactions and pathways resulting in the formation of alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."" [CHEBI:30879, GOC:ai]"	63	437	16	5067	0.036613272311212815	0.25396825396825395	query_1	['GO:0006066', 'GO:1901617', 'GO:0044283']
